s,g(s)
0.,0.05068719582084102
0.01,0.05063633336311671
0.02,0.05048442269116481
0.03,0.05023351007731603
0.04,0.04988704115963999
0.05,0.049449905241379086
0.06,0.04892847799119294
0.07,0.04833064160124331
0.08,0.04766576353621616
0.09,0.046944641372818105
0.1,0.04617952728207967
0.11,0.045384558264190314
0.12,0.044577007771416745
0.13,0.04377896739921787
0.14,0.04301756190572286
0.15,0.04232308016037937
0.16,0.04172826595975222
0.17,0.04127080891831595
0.18,0.04099691258981343
0.19,0.04096407080103235
0.2,0.04124284608746716
0.21,0.04191887003843452
0.22,0.04309694978388031
0.23,0.044905986505784874
0.24,0.04750660811089275
0.25,0.05110120778791847
0.26,0.055944732099756374
0.27,0.06236174567303202
0.28,0.07076996975505552
0.29,0.08170740911147993
0.3,0.09587575907789862
0.31,0.11419727388418588
0.32,0.13789580115792682
0.33,0.1686172898106978
0.34,0.20859911610574047
0.35000000000000003,0.2609242154740805
0.36,0.3298789647557004
0.37,0.42138843897640205
0.38,0.5432019922727348
0.39,0.7031519291243155
0.4,0.8991516410811893
0.41000000000000003,1.08974894372023
0.42,1.1817347261905684
0.43,1.14598842783049
0.44,1.0659185837947394
0.45,0.9960873223590259
0.46,0.9399712333020154
0.47000000000000003,0.8907200944914169
0.48,0.8442685249000078
0.49,0.7991396143141362
0.5,0.7549831703861857
0.51,0.7118215736647185
0.52,0.6697708179410562
0.53,0.6289536856170508
0.54,0.5894768264837182
0.55,0.5514266438849941
0.56,0.514870086609692
0.5700000000000001,0.4798564458688323
0.58,0.4464191735390353
0.59,0.4145775281540642
0.6,0.3843380496819294
0.61,0.3556959006789361
0.62,0.3286361091693185
0.63,0.30313473872053764
0.64,0.27916000155460996
0.65,0.2566733228669072
0.66,0.23563035890933304
0.67,0.2159819676650194
0.68,0.19767512870869525
0.6900000000000001,0.18065380783269855
0.7000000000000001,0.1648597618986381
0.71,0.15023327989427393
0.72,0.13671385714584713
0.73,0.12424080079297245
0.74,0.1127537659379237
0.75,0.10219322311207095
0.76,0.09250085887482835
0.77,0.08361991234935755
0.78,0.07549545132579843
0.79,0.06807459218463896
0.8,0.061306668328160646
0.81,0.055143352068677196
0.8200000000000001,0.04953873501251204
0.8300000000000001,0.044449371960198505
0.84,0.039834293176626186
0.85,0.035654989673224606
0.86,0.03187537583252731
0.87,0.028461733381121162
0.88,0.02538264034462541
0.89,0.02260888824685982
0.9,0.02011339044808459
0.91,0.01787108414838815
0.92,0.015858828249489722
0.93,0.014055298933281307
0.9400000000000001,0.012440884537844189
0.9500000000000001,0.010997581031234011
0.96,0.00970888914928929
0.97,0.008559714050006167
0.98,0.007536268154349488
0.99,0.006625977678907069
1.,0.00581739322402626